symbol,date,open,high,low,close,volume,adjusted
TR,1990-12-17,5.432943,5.432943,5.363734,5.398339,7947,3.667234
TR,1990-12-18,5.415641,5.432943,5.415641,5.432943,3612,3.696144
TR,1990-12-19,5.432943,5.432943,5.363734,5.363734,16616,3.649058
TR,1990-12-20,5.346432,5.432943,5.346432,5.432943,22396,3.696144
TR,1990-12-21,5.450246,5.450246,5.432943,5.450246,10837,3.707914
TR,1990-12-24,5.48485,5.48485,5.432943,5.450246,3612,3.707914
TR,1990-12-26,5.450246,5.450246,5.450246,5.450246,4335,3.707914
TR,1990-12-27,5.450246,5.48485,5.450246,5.48485,2890,3.731457
TR,1990-12-28,5.450246,5.502153,5.450246,5.467548,13726,3.719687
TR,1990-12-31,5.432943,5.640572,5.432943,5.640572,31788,3.837399
TR,1991-01-02,5.6751760000000004,5.6751760000000004,5.55406,5.55406,85971,3.778543
TR,1991-01-03,5.55406,5.55406,5.502153,5.502153,16616,3.7432280000000002
TR,1991-01-04,5.467548,5.467548,5.467548,5.467548,5780,3.719687
TR,1991-01-07,5.432943,5.450246,5.415641,5.450246,6502,3.707914
TR,1991-01-08,5.432943,5.432943,5.432943,5.432943,2167,3.696144
TR,1991-01-09,5.398339,5.519455,5.346432,5.450246,45514,3.707914
TR,1991-01-10,5.432943,5.432943,5.363734,5.363734,6502,3.649058
TR,1991-01-11,5.346432,5.346432,5.329129,5.329129,3612,3.625518
TR,1991-01-14,5.329129,5.329129,5.25992,5.25992,66465,3.578435
TR,1991-01-15,5.294524,5.294524,5.25992,5.25992,2890,3.578435
TR,1991-01-16,5.225315,5.294524,5.225315,5.294524,8669,3.601976
TR,1991-01-17,5.381036,5.415641,5.156105,5.25992,66465,3.578435
TR,1991-01-18,5.225315,5.294524,5.086896,5.138803,39012,3.496034
TR,1991-01-21,5.104198,5.311827,5.104198,5.311827,24563,3.613746
TR,1991-01-22,5.311827,5.311827,5.156105,5.19071,23841,3.531348
TR,1991-01-23,5.225315,5.25992,5.19071,5.208013,59240,3.543121
TR,1991-01-24,5.242617,5.363734,5.242617,5.329129,26730,3.625518
TR,1991-01-25,5.55406,5.55406,5.502153,5.519455,24563,3.755
TR,1991-01-28,5.502153,5.605967,5.502153,5.519455,36845,3.755
TR,1991-01-29,5.536758,5.536758,5.502153,5.536758,51294,3.766771
TR,1991-01-30,5.536758,5.640572,5.48485,5.640572,25286,3.837399
TR,1991-01-31,5.692479,5.778991,5.692479,5.761688,22396,3.919795
TR,1991-02-01,5.796293,5.813595,5.778991,5.813595,20951,3.955108
TR,1991-02-04,5.778991,5.813595,5.778991,5.778991,15171,3.931567
TR,1991-02-05,5.8482,5.882805,5.830898,5.830898,16616,3.966881
TR,1991-02-06,5.865503,6.021224,5.865503,5.969317,61408,4.06105
TR,1991-02-07,6.021224,6.073131,6.021224,6.055829,21673,4.119905
TR,1991-02-08,6.073131,6.21155,6.073131,6.194247,65020,4.214075
TR,1991-02-11,6.228852,6.228852,6.125038,6.176945,31065,4.202304
TR,1991-02-12,6.14234,6.194247,6.14234,6.176945,203729,4.202304
TR,1991-02-13,6.21155,6.21155,5.986619,6.090433,57796,4.143447
TR,1991-02-14,6.125038,6.159643,5.952014,5.952014,41902,4.049278
TR,1991-02-15,5.952014,6.021224,5.952014,6.021224,8669,4.096363
TR,1991-02-19,6.055829,6.194247,6.055829,6.194247,35400,4.214075
TR,1991-02-20,6.263457,6.263457,6.159643,6.159643,30343,4.190534
TR,1991-02-21,6.159643,6.228852,6.159643,6.21155,15894,4.225847
TR,1991-02-22,6.228852,6.471085,6.228852,6.401876,59963,4.355328
TR,1991-02-25,6.50569,6.592202,6.453783,6.522992,83081,4.437726
TR,1991-02-26,6.453783,6.644109,6.436481,6.50569,79469,4.425955
TR,1991-02-27,6.540295,6.540295,6.436481,6.436481,52738,4.378872
TR,1991-02-28,6.332666,6.367271,6.315364,6.332666,34677,4.308244
TR,1991-03-01,6.298062,6.401876,6.298062,6.332666,37567,4.308244
TR,1991-03-04,6.298062,6.298062,6.159643,6.228852,18784,4.237616
TR,1991-03-05,6.176945,6.367271,6.159643,6.298062,44069,4.284701
TR,1991-03-06,6.298062,6.367271,6.263457,6.298062,15171,4.284701
TR,1991-03-07,6.332666,6.471085,6.332666,6.471085,20951,4.402411
TR,1991-03-08,6.453783,6.678714,6.453783,6.50569,57796,4.425955
TR,1991-03-11,6.471085,6.609504,6.471085,6.522992,37567,4.437726
TR,1991-03-12,6.349969,6.367271,6.349969,6.367271,3612,4.465784
TR,1991-03-13,6.401876,6.471085,6.401876,6.453783,19506,4.526458
TR,1991-03-14,6.453783,6.453783,6.436481,6.453783,7947,4.526458
TR,1991-03-15,6.453783,6.471085,6.453783,6.471085,17339,4.538596
TR,1991-03-18,6.50569,6.592202,6.50569,6.540295,25286,4.587135
TR,1991-03-19,6.540295,6.540295,6.50569,6.50569,63575,4.562864
TR,1991-03-20,6.522992,6.522992,6.50569,6.50569,16616,4.562864
TR,1991-03-21,6.522992,6.522992,6.488388,6.50569,96808,4.562864
TR,1991-03-22,6.453783,6.471085,6.419178,6.453783,13004,4.526458
TR,1991-03-25,6.488388,6.488388,6.453783,6.453783,8669,4.526458
TR,1991-03-26,6.419178,6.488388,6.419178,6.471085,15894,4.538596
TR,1991-03-27,6.453783,6.50569,6.453783,6.471085,13726,4.538596
TR,1991-03-28,6.471085,6.678714,6.471085,6.678714,32510,4.684218
TR,1991-04-01,6.678714,6.678714,6.644109,6.678714,11559,4.684218
TR,1991-04-02,6.661411,6.713319,6.661411,6.713319,5057,4.708489
TR,1991-04-03,6.747923,6.886342,6.747923,6.886342,31065,4.829844
TR,1991-04-04,6.920947,6.990156,6.817133,6.990156,111979,4.902652
TR,1991-04-05,6.990156,7.024761,6.990156,7.007459,18061,4.914789
TR,1991-04-08,6.990156,7.059366,6.938249,6.938249,39734,4.86625
TR,1991-04-09,6.920947,6.990156,6.886342,6.886342,94640,4.829844
TR,1991-04-10,6.920947,7.059366,6.903645,7.024761,190003,4.926923
TR,1991-04-11,7.093971,7.093971,7.007459,7.007459,19506,4.914789
TR,1991-04-12,7.042063,7.042063,7.007459,7.007459,4335,4.914789
TR,1991-04-15,7.042063,7.093971,7.042063,7.093971,31788,4.975465
TR,1991-04-16,7.059366,7.059366,6.955552,6.972854,70800,4.890518
TR,1991-04-17,7.007459,7.128575,7.007459,7.111273,76579,4.987601
TR,1991-04-18,7.093971,7.093971,6.955552,6.990156,18784,4.902652
TR,1991-04-19,6.990156,7.024761,6.903645,6.903645,45514,4.841978
TR,1991-04-22,6.834435,6.834435,6.747923,6.782528,21673,4.757029
TR,1991-04-23,6.782528,6.920947,6.782528,6.886342,15171,4.829844
TR,1991-04-24,6.886342,6.886342,6.817133,6.851737,24563,4.805571
TR,1991-04-25,6.886342,6.920947,6.79983,6.79983,85971,4.769166
TR,1991-04-26,6.782528,6.817133,6.747923,6.817133,22396,4.781301
TR,1991-04-29,6.834435,6.834435,6.79983,6.79983,5057,4.769166
TR,1991-04-30,6.782528,6.920947,6.713319,6.920947,41179,4.854113
TR,1991-05-01,6.886342,6.886342,6.851737,6.851737,7224,4.805571
TR,1991-05-02,6.86904,6.920947,6.851737,6.920947,85971,4.854113
TR,1991-05-03,6.886342,6.886342,6.851737,6.851737,16616,4.805571
TR,1991-05-06,6.817133,6.817133,6.747923,6.747923,8669,4.732761
TR,1991-05-07,6.713319,6.782528,6.713319,6.747923,89583,4.732761
TR,1991-05-08,6.713319,6.782528,6.696016,6.782528,67910,4.757029
TR,1991-05-09,6.747923,6.834435,6.747923,6.834435,59963,4.793434
TR,1991-05-10,6.79983,6.851737,6.747923,6.782528,66465,4.757029
TR,1991-05-13,6.782528,6.782528,6.713319,6.713319,11559,4.708489
TR,1991-05-14,6.713319,6.713319,6.713319,6.713319,722,4.708489
TR,1991-05-15,6.678714,6.678714,6.540295,6.5749,47681,4.611408
TR,1991-05-16,6.540295,6.540295,6.436481,6.540295,27453,4.587135
TR,1991-05-17,6.50569,6.540295,6.50569,6.540295,86693,4.587135
TR,1991-05-20,6.522992,6.540295,6.522992,6.540295,10114,4.587135
TR,1991-05-21,6.557597,6.557597,6.557597,6.557597,2167,4.599272
TR,1991-05-22,6.592202,6.626807,6.592202,6.609504,36122,4.635679
TR,1991-05-23,6.609504,6.609504,6.5749,6.5749,29620,4.611408
TR,1991-05-24,6.5749,6.609504,6.5749,6.5749,6502,4.611408
TR,1991-05-28,6.5749,6.609504,6.50569,6.50569,128595,4.562864
TR,1991-05-29,6.540295,6.713319,6.540295,6.713319,52738,4.708489
TR,1991-05-30,6.747923,6.920947,6.747923,6.920947,35400,4.854113
TR,1991-05-31,6.920947,7.076668,6.920947,7.076668,67187,4.963331
TR,1991-06-03,7.093971,7.197785,7.024761,7.197785,60685,5.048278
TR,1991-06-04,7.197785,7.336204,7.197785,7.336204,54906,5.14536
TR,1991-06-05,7.301599,7.336204,7.23239,7.336204,31788,5.14536
TR,1991-06-06,7.336204,7.336204,7.301599,7.318901,10837,5.133221
TR,1991-06-07,7.284297,7.284297,7.197785,7.23239,11559,5.072547
TR,1991-06-10,7.197785,7.215087,7.145878,7.16318,9392,5.024006
TR,1991-06-11,7.128575,7.16318,7.093971,7.128575,18061,4.999734
TR,1991-06-12,7.128575,7.128575,7.128575,7.128575,11559,4.999734
TR,1991-06-13,7.128575,7.197785,7.093971,7.16318,41902,5.024006
TR,1991-06-14,7.145878,7.197785,7.093971,7.197785,13726,5.048278
TR,1991-06-17,7.16318,7.23239,7.16318,7.215087,3612,5.060412
TR,1991-06-18,7.197785,7.197785,7.093971,7.128575,22396,5.005976
TR,1991-06-19,7.059366,7.128575,7.059366,7.128575,18061,5.005976
TR,1991-06-20,7.16318,7.16318,7.024761,7.024761,13004,4.933075
TR,1991-06-21,7.024761,7.059366,7.024761,7.059366,2167,4.957377
TR,1991-06-24,7.093971,7.23239,7.024761,7.197785,10837,5.054579
TR,1991-06-25,7.16318,7.16318,7.111273,7.111273,5057,4.99383
TR,1991-06-26,7.145878,7.180482,7.076668,7.076668,51294,4.969527
TR,1991-06-27,7.042063,7.093971,7.042063,7.093971,5780,4.981675
TR,1991-06-28,7.128575,7.128575,6.990156,6.990156,15171,4.908774
TR,1991-07-01,6.955552,7.128575,6.886342,7.111273,90306,4.99383
TR,1991-07-02,7.16318,7.215087,7.16318,7.215087,5780,5.066731
TR,1991-07-03,7.23239,7.23239,7.23239,7.23239,2167,5.07888
TR,1991-07-05,7.197785,7.266994,7.197785,7.266994,10837,5.103183
TR,1991-07-08,7.23239,7.266994,7.16318,7.23239,133652,5.07888
TR,1991-07-09,7.301599,7.336204,7.266994,7.336204,9392,5.151786
TR,1991-07-10,7.336204,7.613042,7.336204,7.52653,32510,5.28544
TR,1991-07-11,7.578437,7.647646,7.578437,7.578437,67187,5.321891
TR,1991-07-12,7.613042,7.613042,7.543832,7.578437,13726,5.321891
TR,1991-07-15,7.613042,7.682251,7.578437,7.682251,29620,5.394791
TR,1991-07-16,7.751461,7.751461,7.647646,7.682251,54183,5.394791
TR,1991-07-17,7.716856,7.734158,7.682251,7.734158,16616,5.431245
TR,1991-07-18,7.751461,7.751461,7.578437,7.578437,36845,5.321891
TR,1991-07-19,7.613042,7.786065,7.613042,7.613042,104032,5.346189
TR,1991-07-22,7.647646,7.751461,7.647646,7.751461,22396,5.443395
TR,1991-07-23,7.716856,7.716856,7.647646,7.664949,18061,5.382643
TR,1991-07-24,7.682251,7.734158,7.682251,7.716856,10837,5.419094
TR,1991-07-25,7.682251,7.751461,7.682251,7.716856,5780,5.419094
TR,1991-07-26,7.682251,7.682251,7.647646,7.647646,4335,5.370492
TR,1991-07-29,7.682251,7.716856,7.647646,7.682251,6502,5.394791
TR,1991-07-30,7.716856,7.768763,7.716856,7.768763,5057,5.455546
TR,1991-07-31,7.82067,7.855275,7.768763,7.768763,39012,5.455546
TR,1991-08-01,7.803368,7.941787,7.786065,7.907182,161828,5.552748
TR,1991-08-02,7.924484,7.924484,7.786065,7.82067,33955,5.491996
TR,1991-08-05,7.855275,7.855275,7.768763,7.768763,23118,5.455546
TR,1991-08-06,7.768763,7.786065,7.768763,7.786065,26730,5.467694
TR,1991-08-07,7.786065,7.82067,7.786065,7.82067,161105,5.491996
TR,1991-08-08,7.855275,7.889879,7.768763,7.768763,67910,5.455546
TR,1991-08-09,7.803368,7.837972,7.768763,7.768763,19506,5.455546
TR,1991-08-12,7.751461,7.768763,7.613042,7.613042,18061,5.346189
TR,1991-08-13,7.630344,7.664949,7.613042,7.630344,14449,5.358343
TR,1991-08-14,7.664949,7.786065,7.664949,7.786065,39734,5.467694
TR,1991-08-15,7.803368,7.855275,7.803368,7.855275,24563,5.516296
TR,1991-08-16,7.959089,8.028298,7.837972,7.855275,96808,5.516296
TR,1991-08-19,7.751461,7.82067,7.716856,7.82067,31788,5.491996
TR,1991-08-20,7.803368,7.803368,7.751461,7.768763,41902,5.455546
TR,1991-08-21,7.751461,7.786065,7.716856,7.751461,17339,5.443395
TR,1991-08-22,7.786065,7.82067,7.786065,7.803368,7947,5.479846
TR,1991-08-23,7.803368,7.872577,7.803368,7.872577,123538,5.528445
TR,1991-08-26,7.889879,8.097508,7.889879,8.045601,49126,5.649951
TR,1991-08-27,8.010996,8.010996,7.976391,7.993694,6502,5.613501
TR,1991-08-28,8.028298,8.028298,7.924484,7.924484,28898,5.564897
TR,1991-08-29,7.941787,7.941787,7.889879,7.889879,7947,5.540599
TR,1991-08-30,7.907182,7.907182,7.855275,7.907182,40457,5.552748
TR,1991-09-03,7.907182,7.907182,7.837972,7.837972,72244,5.504145
TR,1991-09-04,7.82067,7.82067,7.751461,7.768763,289700,5.455546
TR,1991-09-05,7.751461,7.803368,7.751461,7.786065,19506,5.467694
TR,1991-09-06,7.786065,7.889879,7.768763,7.768763,31065,5.455546
TR,1991-09-09,7.734158,7.734158,7.630344,7.734158,21673,5.431245
TR,1991-09-10,7.734158,7.768763,7.647646,7.768763,23841,5.455546
TR,1991-09-11,7.751461,7.889879,7.716856,7.889879,144489,5.540599
TR,1991-09-12,7.959089,8.235927,7.959089,8.028298,137264,5.6378
TR,1991-09-13,8.028298,8.028298,7.837972,7.872577,57796,5.528445
TR,1991-09-16,7.907182,7.907182,7.872577,7.872577,2890,5.528445
TR,1991-09-17,7.837972,7.855275,7.82067,7.837972,7947,5.504145
TR,1991-09-18,7.837972,7.837972,7.786065,7.786065,4335,5.467694
TR,1991-09-19,7.82067,7.855275,7.751461,7.82067,286810,5.491996
TR,1991-09-20,7.82067,7.855275,7.803368,7.837972,41179,5.510488
TR,1991-09-23,7.855275,7.959089,7.803368,7.803368,46236,5.486158
TR,1991-09-24,7.855275,7.855275,7.786065,7.786065,23118,5.473992
TR,1991-09-25,7.82067,7.889879,7.82067,7.889879,4335,5.54698
TR,1991-09-26,7.889879,7.959089,7.889879,7.959089,3612,5.595635
TR,1991-09-27,7.924484,7.993694,7.924484,7.993694,60685,5.619965
TR,1991-09-30,8.028298,8.062903,7.993694,8.062903,2890,5.668624
TR,1991-10-01,8.028298,8.149415,8.010996,8.149415,8669,5.729446
TR,1991-10-02,8.166717,8.201322,8.166717,8.166717,4335,5.741608
TR,1991-10-03,8.201322,8.201322,8.201322,8.201322,2167,5.765936
TR,1991-10-04,8.218624,8.218624,8.132113,8.132113,3612,5.717281
TR,1991-10-07,8.149415,8.166717,8.11481,8.166717,5780,5.741608
TR,1991-10-08,8.166717,8.166717,8.045601,8.062903,44069,5.668624
TR,1991-10-09,8.062903,8.062903,7.941787,7.941787,40457,5.583473
TR,1991-10-10,7.959089,8.097508,7.959089,8.062903,23118,5.668624
TR,1991-10-11,8.080206,8.080206,8.010996,8.010996,2890,5.632129
TR,1991-10-14,7.976391,7.976391,7.941787,7.941787,13726,5.583473
TR,1991-10-15,7.941787,7.959089,7.82067,7.907182,63575,5.559143
TR,1991-10-16,7.872577,7.889879,7.82067,7.855275,33232,5.522649
TR,1991-10-17,7.855275,7.855275,7.855275,7.855275,5780,5.522649
TR,1991-10-18,7.82067,7.924484,7.647646,7.855275,41179,5.522649
TR,1991-10-21,7.82067,7.872577,7.82067,7.872577,4335,5.534814
TR,1991-10-22,7.889879,7.959089,7.82067,7.959089,87416,5.595635
TR,1991-10-23,7.993694,8.062903,7.993694,8.062903,18061,5.668624
TR,1991-10-24,8.149415,8.201322,8.11481,8.11481,21673,5.705118
TR,1991-10-25,8.097508,8.235927,8.097508,8.166717,15894,5.741608
TR,1991-10-28,8.201322,8.512765,8.201322,8.512765,131485,5.9849
TR,1991-10-29,8.564672,8.581974,8.443555,8.581974,80191,6.033555
TR,1991-10-30,8.581974,8.581974,8.460858,8.460858,17339,5.948405
TR,1991-10-31,8.495462,8.581974,8.495462,8.564672,23841,6.021392
TR,1991-11-01,8.564672,8.651184,8.564672,8.651184,29620,6.082212
TR,1991-11-04,8.651184,8.651184,8.581974,8.581974,39734,6.033555
TR,1991-11-05,8.564672,8.564672,8.512765,8.512765,7947,5.9849
TR,1991-11-06,8.47816,8.547369,8.460858,8.47816,7947,5.960572
TR,1991-11-07,8.512765,8.633881,8.512765,8.633881,103310,6.070049
TR,1991-11-08,8.668486,8.668486,8.616579,8.616579,5780,6.057887
TR,1991-11-11,8.616579,8.668486,8.616579,8.616579,14449,6.057887
TR,1991-11-12,8.616579,8.616579,8.581974,8.616579,34677,6.057887
TR,1991-11-13,8.651184,8.703091,8.651184,8.703091,33955,6.118705
TR,1991-11-14,8.737695,8.737695,8.720393,8.720393,7947,6.130869
TR,1991-11-15,8.720393,8.824207,8.651184,8.651184,64298,6.082212
TR,1991-11-18,8.581974,8.599277,8.581974,8.599277,33955,6.04572
TR,1991-11-19,8.564672,8.616579,8.512765,8.616579,54906,6.057887
TR,1991-11-20,8.616579,8.7723,8.581974,8.754998,80191,6.155201
TR,1991-11-21,8.754998,8.789603,8.754998,8.789603,15894,6.179528
TR,1991-11-22,8.789603,8.789603,8.720393,8.789603,41179,6.179528
TR,1991-11-25,8.789603,8.789603,8.789603,8.789603,7224,6.179528
TR,1991-11-26,8.754998,8.7723,8.737695,8.7723,2890,6.167363
TR,1991-11-27,8.7723,8.789603,8.754998,8.754998,5780,6.155201
TR,1991-11-29,8.7723,8.876114,8.7723,8.876114,28898,6.240352
TR,1991-12-02,8.876114,9.049138,8.876114,9.049138,54906,6.361996
TR,1991-12-03,9.13565,9.308674,9.13565,9.274069,34677,6.520131
TR,1991-12-04,9.308674,9.689326,9.308674,9.689326,44069,6.812078
TR,1991-12-05,9.654721,9.775838,9.481697,9.654721,83081,6.78775
TR,1991-12-06,9.516302,9.516302,9.395185,9.412488,56351,6.617447
TR,1991-12-09,9.464395,9.481697,9.412488,9.412488,34677,6.617447
TR,1991-12-10,9.412488,9.447093,9.377883,9.412488,31065,6.617447
TR,1991-12-11,9.412488,9.481697,9.377883,9.42979,15894,6.629613
TR,1991-12-12,9.499,9.499,9.481697,9.481697,3612,6.666109
TR,1991-12-13,9.516302,9.533604,9.464395,9.464395,18061,6.653941
TR,1991-12-16,9.464395,9.499,9.42979,9.499,25286,6.67827
TR,1991-12-17,9.516302,9.516302,9.447093,9.481697,19506,6.672427
TR,1991-12-18,9.550907,9.602814,9.533604,9.550907,79469,6.721133
TR,1991-12-19,9.550907,9.550907,9.412488,9.412488,36845,6.62372
TR,1991-12-20,9.481697,9.481697,9.447093,9.447093,7224,6.648073
TR,1991-12-23,9.516302,9.550907,9.516302,9.550907,13726,6.721133
TR,1991-12-24,9.654721,9.79314,9.585511,9.79314,23118,6.891592
TR,1991-12-26,9.72393,10.069978,9.72393,10.069978,17339,7.086411
TR,1991-12-27,10.139187,10.346816,10.139187,10.329513,19506,7.269049
TR,1991-12-30,10.38142,10.38142,10.243001,10.243001,44069,7.208165
TR,1991-12-31,10.312211,10.38142,10.08728,10.15649,23118,7.14729
TR,1992-01-02,10.121885,10.191094,10.121885,10.173792,15171,7.159463
TR,1992-01-03,10.38142,10.519839,10.38142,10.45063,48404,7.354283
TR,1992-01-06,10.554444,10.554444,10.45063,10.45063,20228,7.354283
TR,1992-01-07,10.623654,10.796677,10.45063,10.692863,56351,7.524745
TR,1992-01-08,10.658258,10.762072,10.658258,10.692863,41179,7.524745
TR,1992-01-09,10.762072,10.796677,10.692863,10.692863,46959,7.524745
TR,1992-01-10,10.727468,10.762072,10.658258,10.658258,26008,7.50039
TR,1992-01-13,10.675561,10.675561,10.519839,10.589049,39012,7.451686
TR,1992-01-14,10.519839,10.883189,10.519839,10.796677,135097,7.597798
TR,1992-01-15,10.865887,11.281143,10.796677,11.142725,75134,7.84132
TR,1992-01-16,11.073515,11.073515,10.831282,10.848584,32510,7.634326
TR,1992-01-17,10.779375,10.779375,10.502537,10.519839,39734,7.402987
TR,1992-01-20,10.398723,10.692863,10.104583,10.589049,149546,7.451686
TR,1992-01-21,10.554444,10.554444,10.312211,10.312211,27453,7.25687
TR,1992-01-22,10.312211,10.38142,10.260304,10.312211,62130,7.25687
TR,1992-01-23,10.38142,10.519839,10.38142,10.38142,22396,7.305575
TR,1992-01-24,10.364118,10.416025,10.243001,10.243001,74412,7.208165
TR,1992-01-27,10.208397,10.243001,10.208397,10.208397,40457,7.183816
TR,1992-01-28,10.139187,10.277606,10.104583,10.277606,125705,7.232521
TR,1992-01-29,10.277606,10.277606,10.069978,10.069978,88861,7.086411
TR,1992-01-30,10.069978,10.104583,9.966164,10.104583,26008,7.110759
TR,1992-01-31,10.104583,10.104583,10.035373,10.104583,12282,7.110759
TR,1992-02-03,10.104583,10.104583,9.896954,9.896954,28175,6.964648
TR,1992-02-04,9.827745,9.931559,9.758535,9.758535,56351,6.867239
TR,1992-02-05,9.775838,10.104583,9.654721,10.08728,65742,7.098587
TR,1992-02-06,10.15649,10.225699,10.000768,10.000768,14449,7.037703
TR,1992-02-07,10.000768,10.069978,9.931559,9.983466,9392,7.02553
TR,1992-02-10,10.052675,10.38142,10.052675,10.243001,158215,7.208165
TR,1992-02-11,10.312211,10.658258,10.312211,10.519839,39734,7.402987
TR,1992-02-12,10.45063,10.519839,10.312211,10.329513,37567,7.269049
TR,1992-02-13,10.260304,10.312211,10.243001,10.312211,10114,7.25687
TR,1992-02-14,10.243001,10.312211,10.243001,10.312211,13726,7.25687
TR,1992-02-18,10.312211,10.467932,10.294909,10.38142,14449,7.305575
TR,1992-02-19,10.38142,10.38142,10.38142,10.38142,23118,7.305575
TR,1992-02-20,10.312211,10.45063,10.312211,10.312211,49849,7.25687
TR,1992-02-21,10.243001,10.312211,10.08728,10.104583,39012,7.110759
TR,1992-02-24,10.173792,10.173792,10.104583,10.104583,10114,7.110759
TR,1992-02-25,10.104583,10.243001,10.104583,10.104583,26008,7.110759
TR,1992-02-26,10.173792,10.277606,10.104583,10.243001,15894,7.208165
TR,1992-02-27,10.243001,10.243001,10.069978,10.208397,20228,7.183816
TR,1992-02-28,10.277606,10.346816,10.104583,10.104583,11559,7.110759
TR,1992-03-02,10.018071,10.312211,10.018071,10.312211,26730,7.25687
TR,1992-03-03,10.277606,10.346816,10.277606,10.277606,6502,7.232521
TR,1992-03-04,10.277606,10.277606,10.243001,10.260304,12282,7.220351
TR,1992-03-05,10.243001,10.312211,10.243001,10.312211,30343,7.25687
TR,1992-03-06,10.260304,10.45063,10.260304,10.329513,15171,7.269049
TR,1992-03-09,10.398723,10.467932,10.398723,10.45063,5780,7.354283
TR,1992-03-10,10.519839,10.623654,10.519839,10.623654,13726,7.47604
TR,1992-03-11,10.623654,10.623654,10.519839,10.589049,32510,7.451686
TR,1992-03-12,10.312211,10.312211,10.208397,10.208397,5780,7.412488
TR,1992-03-13,10.139187,10.139187,10.08728,10.08728,41179,7.324546
TR,1992-03-16,10.035373,10.104583,9.827745,10.104583,130040,7.337107
TR,1992-03-17,10.173792,10.243001,10.173792,10.243001,3612,7.437613
TR,1992-03-18,10.312211,10.433327,10.243001,10.364118,18784,7.525559
TR,1992-03-19,10.433327,10.433327,10.433327,10.433327,1445,7.575815
TR,1992-03-20,10.571746,10.81398,10.467932,10.81398,33955,7.852218
TR,1992-03-23,10.81398,11.454167,10.81398,11.229236,81636,8.153738
TR,1992-03-24,11.246539,11.263841,10.883189,10.900491,118481,7.915029
TR,1992-03-25,10.900491,10.900491,10.762072,10.796677,20228,7.839649
TR,1992-03-26,10.762072,10.762072,10.554444,10.554444,32510,7.663761
TR,1992-03-27,10.519839,10.537142,9.966164,10.08728,67187,7.324546
TR,1992-03-30,10.035373,10.416025,9.966164,10.398723,76579,7.550686
TR,1992-03-31,10.398723,10.398723,10.346816,10.346816,5057,7.512998
TR,1992-04-01,10.346816,10.589049,10.346816,10.589049,107644,7.688886
TR,1992-04-02,10.623654,10.623654,10.589049,10.623654,3612,7.714016
TR,1992-04-03,10.623654,10.623654,10.606351,10.606351,15894,7.701447
TR,1992-04-06,10.537142,10.537142,10.519839,10.519839,23841,7.638635
TR,1992-04-07,10.45063,10.45063,10.312211,10.329513,11559,7.500434
TR,1992-04-08,10.225699,10.260304,10.225699,10.260304,7947,7.450186
TR,1992-04-09,10.329513,10.329513,10.225699,10.243001,7224,7.437613
TR,1992-04-10,10.243001,10.294909,10.173792,10.294909,15894,7.475307
TR,1992-04-13,10.225699,10.225699,10.208397,10.208397,7947,7.412488
TR,1992-04-14,10.277606,10.346816,10.208397,10.208397,34677,7.412488
TR,1992-04-15,10.277606,10.346816,10.277606,10.346816,13726,7.512998
TR,1992-04-16,10.346816,10.346816,10.104583,10.121885,65020,7.349672
TR,1992-04-20,10.208397,10.208397,10.104583,10.173792,16616,7.387361
TR,1992-04-21,10.243001,10.294909,10.173792,10.225699,12282,7.425056
TR,1992-04-22,10.173792,10.191094,10.15649,10.173792,22396,7.387361
TR,1992-04-23,10.225699,10.294909,10.225699,10.294909,2890,7.475307
TR,1992-04-24,10.225699,10.225699,10.08728,10.08728,12282,7.324546
TR,1992-04-27,10.018071,10.018071,9.879652,9.896954,25286,7.186343
TR,1992-04-28,9.879652,9.896954,9.758535,9.758535,15171,7.085836
TR,1992-04-29,9.689326,9.689326,9.550907,9.620116,26730,6.985329
TR,1992-04-30,9.585511,9.931559,9.585511,9.914256,31065,7.198912
TR,1992-05-01,9.914256,9.966164,9.896954,9.931559,11559,7.211474
TR,1992-05-04,10.000768,10.000768,9.689326,9.689326,12282,7.035583
TR,1992-05-05,9.758535,9.896954,9.758535,9.862349,43347,7.161217
TR,1992-05-06,9.931559,9.931559,9.931559,9.931559,5057,7.211474
TR,1992-05-07,9.966164,9.966164,9.741233,9.741233,15171,7.073276
TR,1992-05-08,9.689326,9.689326,9.412488,9.412488,96085,6.834564
TR,1992-05-11,9.412488,9.42979,8.997231,9.239464,80191,6.708932
TR,1992-05-12,9.274069,9.377883,9.274069,9.291371,68632,6.746622
TR,1992-05-13,9.291371,9.291371,9.06644,9.204859,37567,6.683803
TR,1992-05-14,9.274069,9.274069,9.031836,9.204859,20951,6.683803
TR,1992-05-15,9.204859,9.239464,9.13565,9.13565,10837,6.633549
TR,1992-05-18,9.06644,9.13565,9.06644,9.06644,18784,6.583295
TR,1992-05-19,9.06644,9.204859,9.06644,9.204859,16616,6.683803
TR,1992-05-20,9.13565,9.256767,9.06644,9.256767,29620,6.721496
TR,1992-05-21,9.152952,9.152952,9.118348,9.118348,25286,6.620987
TR,1992-05-22,9.13565,9.377883,9.13565,9.377883,25286,6.809445
TR,1992-05-26,9.412488,9.412488,9.239464,9.239464,8669,6.708932
TR,1992-05-27,9.256767,9.377883,9.256767,9.343278,105477,6.784314
TR,1992-05-28,9.343278,9.343278,9.274069,9.325976,12282,6.771751
TR,1992-05-29,9.204859,9.274069,9.083743,9.083743,70800,6.59586
